category,name,lat,lon,snapped_lat,snapped_lon,stage,stage_start_km,distance_to_route,amenity,shop,tourism
hotel,,31.5156975,-9.7704795,31.5156975,-9.7704795,10,1350.2,891,,,hotel
hotel,,31.5154044,-9.769,31.5154044,-9.769,10,1350.2,962,,,hotel
hotel,,31.5153436,-9.7698372,31.5153436,-9.7698372,10,1350.2,989,,,hotel
hotel,,31.5140852,-9.7722479,31.5140852,-9.7722479,10,1350.2,959,,,hostel
hotel,,31.5151468,-9.7711143,31.5151468,-9.7711143,10,1350.2,989,,,hotel
hotel,,31.5099466,-9.7670533,31.5099466,-9.7670533,10,1350.2,991,,,hotel
hotel,,31.5136864,-9.7649959,31.5136864,-9.7649959,10,1350.2,983,,,hotel
hotel,sidi kaouki ayt karoum,31.3553168,-9.7926605,31.3553168,-9.7926605,10,1350.2,989,,,motel
hotel,Giraffe Hostel,31.5127472,-9.768656,31.5127472,-9.768656,10,1350.2,989,,,hostel
hotel,Riad Jade Mogador,31.51524,-9.7680128,31.51524,-9.7680128,10,1350.2,958,,,hotel
hotel,Berber Hostel,31.5135982,-9.7694904,31.5135982,-9.7694904,10,1350.2,974,,,hostel
hotel,Zazou,31.5152748,-9.7706147,31.5152748,-9.7706147,10,1350.2,976,,,hotel
hotel,Mama Souiri Hotel,31.5121523,-9.7720853,31.5121523,-9.7720853,10,1350.2,999,,,hotel
hotel,Dar Halima,31.5133026,-9.7684325,31.5133026,-9.7684325,10,1350.2,998,,,hotel
hotel,Dar Souri,31.5154497,-9.766068,31.5154497,-9.766068,10,1350.2,997,,,guest_house
hotel,House of Omm,31.3554911,-9.7949638,31.3554911,-9.7949638,10,1350.2,975,,,hotel
hotel,Riad Le Grand Large,31.514675,-9.7693758,31.514675,-9.7693758,10,1350.2,951,,,hotel
hotel,Essaouira Atlas & Spa,31.5011526,-9.7624044,31.5011526,-9.7624044,10,1350.2,995,,,hotel
hotel,Thalassa sea & spa,31.5085542,-9.7658,31.5085542,-9.7658,10,1350.2,938,,,hotel
hotel,Des Iles,31.5110904,-9.7680455,31.5110904,-9.7680455,10,1350.2,992,,,hotel
hotel,Miramar,31.5081141,-9.765246,31.5081141,-9.765246,10,1350.2,991,,,hotel
hotel,Ryad Mogador,31.4946948,-9.76006,31.4946948,-9.76006,10,1350.2,957,,,hotel
hotel,Le Jardin de Douar,31.4950606,-9.7607996,31.4950606,-9.7607996,10,1350.2,958,,,hotel
hotel,Bahja de Mogador,31.5126193,-9.7584924,31.5126193,-9.7584924,10,1350.2,989,,,hotel
hotel,La Heure bleu,31.5121437,-9.7658999,31.5121437,-9.7658999,10,1350.2,994,,,hotel
hotel,Tangaro,31.4675438,-9.7649035,31.4675438,-9.7649035,10,1350.2,993,,,hotel
hotel,Villa Da Monte,31.4556542,-9.7462682,31.4556542,-9.7462682,10,1350.2,997,,,hotel
hotel,Villa Quieta,31.4982352,-9.7620101,31.4982352,-9.7620101,10,1350.2,990,,,hotel
hotel,13,31.4804475,-9.7658437,31.4804475,-9.7658437,10,1350.2,958,,,hotel
hotel,,31.3514273,-9.7955406,31.3514273,-9.7955406,10,1350.2,986,,,hotel
hotel,La Perle de Mogador ***,31.4953446,-9.7569657,31.4953446,-9.7569657,10,1350.2,990,,,hotel
hotel,Hotel Villa Soleil,31.3574043,-9.7963932,31.3574043,-9.7963932,10,1350.2,988,,,hotel
hotel,,31.4916374,-9.7638496,31.4916374,-9.7638496,10,1350.2,975,,,hotel
hotel,Sofitel Luxury Mogador,31.4696359,-9.7673163,31.4696359,-9.7673163,10,1350.2,959,,,hotel
hotel,La Pergola Hôtel-Restaurant,31.3540443,-9.7953889,31.3540443,-9.7953889,10,1350.2,937,,,hotel
hotel,Aziki - Tables et Chambres d'hôtes,31.0829843,-9.8060745,31.0829843,-9.8060745,10,1350.2,974,,,hostel
hotel,Dar Asmitou,31.5149093,-9.7662651,31.5149093,-9.7662651,10,1350.2,986,,,hotel
hotel,Dar Liouba,31.5137243,-9.766467,31.5137243,-9.766467,10,1350.2,991,,,hotel
hotel,Dar Bublik,31.5155688,-9.7689091,31.5155688,-9.7689091,10,1350.2,976,,,hotel
hotel,,31.3307821,-9.7922199,31.3307821,-9.7922199,10,1350.2,961,,,hotel
hotel,Kaouki Lodge,31.3559413,-9.7873334,31.3559413,-9.7873334,10,1350.2,996,,,guest_house
hotel,Dar Ory,31.514267,-9.7666339,31.514267,-9.7666339,10,1350.2,987,,,guest_house
hotel,Ocean Mogador,31.5081291,-9.7655422,31.5081291,-9.7655422,10,1350.2,886,,,hotel
hotel,Al Jasira,31.4993772,-9.7599401,31.4993772,-9.7599401,10,1350.2,998,,,hotel
hotel,Vent Des Dunes,31.4993006,-9.7594633,31.4993006,-9.7594633,10,1350.2,998,,,hotel
hotel,Riad Dar Lazuli,31.5121193,-9.7713174,31.5121193,-9.7713174,10,1350.2,989,,,guest_house
supermarket,Superette Fath,31.5031204,-9.7588506,31.5031204,-9.7588506,10,1350.2,956,,supermarket,
supermarket,tobaco,31.5072848,-9.7609827,31.5072848,-9.7609827,10,1350.2,978,,convenience,
supermarket,tobacco,31.5016329,-9.7581213,31.5016329,-9.7581213,10,1350.2,981,,convenience,
supermarket,,31.5019473,-9.7540501,31.5019473,-9.7540501,10,1350.2,993,,convenience,
supermarket,,31.5011843,-9.753472,31.5011843,-9.753472,10,1350.2,993,,convenience,
supermarket,tobacco,31.5117672,-9.7696251,31.5117672,-9.7696251,10,1350.2,946,,convenience,
supermarket,,31.478809,-9.7654831,31.478809,-9.7654831,10,1350.2,984,,convenience,
supermarket,Hanout Cucua Cula,31.5003448,-9.7563849,31.5003448,-9.7563849,10,1350.2,983,,convenience,
supermarket,,31.5051741,-9.7631658,31.5051741,-9.7631658,10,1350.2,989,,convenience,
supermarket,,31.5128106,-9.7713038,31.5128106,-9.7713038,10,1350.2,999,,convenience,
supermarket,,31.5007132,-9.7576799,31.5007132,-9.7576799,10,1350.2,989,,convenience,
supermarket,Fruits and vegetables,31.5017738,-9.7581045,31.5017738,-9.7581045,10,1350.2,994,,convenience,
supermarket,,31.5014109,-9.7580029,31.5014109,-9.7580029,10,1350.2,992,,convenience,
supermarket,,31.5014181,-9.7580216,31.5014181,-9.7580216,10,1350.2,991,,convenience,
supermarket,,31.353903,-9.7961063,31.353903,-9.7961063,10,1350.2,925,,convenience,
supermarket,,31.3538655,-9.7967205,31.3538655,-9.7967205,10,1350.2,928,,convenience,
supermarket,,31.3538634,-9.7967856,31.3538634,-9.7967856,10,1350.2,929,,convenience,
supermarket,,31.3559222,-9.7989108,31.3559222,-9.7989108,10,1350.2,934,,convenience,
supermarket,,31.3539103,-9.7966631,31.3539103,-9.7966631,10,1350.2,932,,convenience,
supermarket,,31.0964043,-9.8214931,31.0964043,-9.8214931,10,1350.2,937,,convenience,
supermarket,,31.095937,-9.8211903,31.095937,-9.8211903,10,1350.2,923,,convenience,
supermarket,,31.0864174,-9.8102244,31.0864174,-9.8102244,10,1350.2,965,,convenience,
supermarket,,31.5120505,-9.76633,31.5120505,-9.76633,10,1350.2,994,,convenience,
supermarket,,31.5151792,-9.7673479,31.5151792,-9.7673479,10,1350.2,996,,convenience,
supermarket,,31.5038513,-9.758377,31.5038513,-9.758377,10,1350.2,990,,supermarket,
supermarket,,31.5012142,-9.7582942,31.5012142,-9.7582942,10,1350.2,999,,convenience,
supermarket,,31.4996988,-9.7535066,31.4996988,-9.7535066,10,1350.2,983,,convenience,
supermarket,,31.4992629,-9.757198,31.4992629,-9.757198,10,1350.2,932,,convenience,
supermarket,,31.4994025,-9.7573586,31.4994025,-9.7573586,10,1350.2,932,,convenience,
supermarket,Mogador,31.5055329,-9.7631575,31.5055329,-9.7631575,10,1350.2,987,,supermarket,
supermarket,L`Ocean,31.4990449,-9.7566681,31.4990449,-9.7566681,10,1350.2,952,,supermarket,
supermarket,"fotocopies,papers",31.5029123,-9.7618196,31.5029123,-9.7618196,10,1350.2,994,,convenience,
supermarket,Afriquia أفريقيا,31.5071143,-9.7610181,31.5071143,-9.7610181,10,1350.2,959,fuel,convenience,
supermarket,Carrefour,31.4957252,-9.7520643,31.4957252,-9.7520643,10,1350.2,999,,supermarket,
pharmacy,Borj,31.5029762,-9.7592422,31.5029762,-9.7592422,10,1350.2,980,pharmacy,,
pharmacy,Pharmacie Plage صيدلية الشاطئ,31.5054776,-9.76265,31.5054776,-9.76265,10,1350.2,993,pharmacy,,
pharmacy,,31.5015333,-9.7583785,31.5015333,-9.7583785,10,1350.2,982,pharmacy,,
pharmacy,Pharmacie La Mosquée صيدلية المسجد,31.5019629,-9.7571233,31.5019629,-9.7571233,10,1350.2,995,pharmacy,,
pharmacy,,31.5112817,-9.7601672,31.5112817,-9.7601672,10,1350.2,997,pharmacy,,
pharmacy,Pharmacie Lalla Amina صيدلية للا أمينة,31.5134242,-9.761614,31.5134242,-9.761614,10,1350.2,967,pharmacy,,
pharmacy,,31.5073363,-9.7610029,31.5073363,-9.7610029,10,1350.2,983,pharmacy,,
pharmacy,Pharmacie Hamad صيدلية حمد,31.5122164,-9.7709752,31.5122164,-9.7709752,10,1350.2,994,pharmacy,,
pharmacy,Pharmacie La Kasbah صيدلية القصبة,31.5129836,-9.7710801,31.5129836,-9.7710801,10,1350.2,999,pharmacy,,
pharmacy,Pharmacie Bab Doukkala صيدلية باب دكالة,31.5159071,-9.7652952,31.5159071,-9.7652952,10,1350.2,983,pharmacy,,
pharmacy,El Massira,31.5159833,-9.7648725,31.5159833,-9.7648725,10,1350.2,991,pharmacy,,
pharmacy,Pharmacie Principale الصيدلية الرئيسية,31.5151071,-9.7672153,31.5151071,-9.7672153,10,1350.2,996,pharmacy,,
pharmacy,Pharmacie Azlef صيدلية أزلف,31.505743,-9.7583099,31.505743,-9.7583099,10,1350.2,992,pharmacy,,
pharmacy,Pharmacie Erraounak صيدلية الرونق,31.4994725,-9.7533725,31.4994725,-9.7533725,10,1350.2,985,pharmacy,,
pharmacy,Pharmacie Al Moustakbal صيدلية المستقبل,31.4986081,-9.7568228,31.4986081,-9.7568228,10,1350.2,977,pharmacy,,
pharmacy,Pharmacie Essaouira,31.5032293,-9.757175,31.5032293,-9.757175,10,1350.2,992,pharmacy,,
pharmacy,Pharmacie Al Borj,31.5030414,-9.7588374,31.5030414,-9.7588374,10,1350.2,949,pharmacy,,
pharmacy,Pharmacie Hizam Al Akhdar صيدلية الحزام الأخضر,31.5040498,-9.7543868,31.5040498,-9.7543868,10,1350.2,979,pharmacy,,
pharmacy,Pharmacie Sidi Magdoul صيدلية سيدي مكدول,31.5089598,-9.7578162,31.5089598,-9.7578162,10,1350.2,967,pharmacy,,
pharmacy,Pharmacie Populaire الصيدلية الشعبية,31.5074891,-9.7609797,31.5074891,-9.7609797,10,1350.2,939,pharmacy,,
pharmacy,Pharmacie Al Afaq صيدلية الأفاق,31.5086457,-9.7571031,31.5086457,-9.7571031,10,1350.2,975,pharmacy,,
pharmacy,Pharmacie Najib صيدلية نجيب,31.5113287,-9.759934,31.5113287,-9.759934,10,1350.2,971,pharmacy,,
pharmacy,Pharmacie Koutoubia صيدلية كتبية,31.5118156,-9.7575245,31.5118156,-9.7575245,10,1350.2,966,pharmacy,,
pharmacy,Pharmacie Smimou صيدلية سميمو,31.5150638,-9.764448,31.5150638,-9.764448,10,1350.2,978,pharmacy,,
pharmacy,Pharmacie Mogador صيدلية موكادور,31.5166647,-9.7624538,31.5166647,-9.7624538,10,1350.2,987,pharmacy,,
pharmacy,Pharmacie El Massira صيدلية المسيرة,31.5142935,-9.7637187,31.5142935,-9.7637187,10,1350.2,983,pharmacy,,
pharmacy,Pharmacie Mallah Kdim صيدلية ملاح قديم,31.5145768,-9.7694615,31.5145768,-9.7694615,10,1350.2,945,pharmacy,,
pharmacy,Pharmacie Les Dunes صيدلية التلال,31.5141168,-9.7586436,31.5141168,-9.7586436,10,1350.2,998,pharmacy,,
pharmacy,Pharmacie Al Haddadah صيدلية الحدادة,31.5135619,-9.7690238,31.5135619,-9.7690238,10,1350.2,995,pharmacy,,
pharmacy,,31.5122099,-9.7671345,31.5122099,-9.7671345,10,1350.2,996,pharmacy,,
fuel,Oilibya,31.5033691,-9.7632449,31.5033691,-9.7632449,10,1350.2,997,fuel,,
fuel,Afriquia أفريقيا,31.496131,-9.7551543,31.496131,-9.7551543,10,1350.2,998,fuel,,
fuel,TotalEnergies,31.496614,-9.7543274,31.496614,-9.7543274,10,1350.2,990,fuel,,
hospital,,31.5053204,-9.7628157,31.5053204,-9.7628157,10,1350.2,976,doctors,,
hospital,Dr.Ragtaui Abdellatif,31.5066059,-9.7611355,31.5066059,-9.7611355,10,1350.2,992,doctors,,
hospital,Sidi Mohamed Ben Abdellah,31.5113452,-9.7627833,31.5113452,-9.7627833,10,1350.2,998,hospital,,
hospital,Clinicque International de Mogador,31.5066414,-9.7635338,31.5066414,-9.7635338,10,1350.2,996,hospital,,
atm,Banque de Hotelier,31.5111392,-9.7693078,31.5111392,-9.7693078,10,1350.2,984,atm,,
atm,,31.5138389,-9.7684033,31.5138389,-9.7684033,10,1350.2,994,bank,,
atm,BMCI البنك المغربي للتجارة والصناعة,31.5098851,-9.7678155,31.5098851,-9.7678155,10,1350.2,993,bank,,
atm,Banque Populaire البنك الشعبي,31.5120508,-9.7722603,31.5120508,-9.7722603,10,1350.2,999,bank,,
atm,Crédit du Maroc,31.5118717,-9.7717078,31.5118717,-9.7717078,10,1350.2,998,bank,,
atm,Saham Bank سهام بنك,31.5117069,-9.7708009,31.5117069,-9.7708009,10,1350.2,994,atm,,
atm,Attijariwafa,31.5118921,-9.7722438,31.5118921,-9.7722438,10,1350.2,999,atm,,
atm,,31.5127996,-9.7714354,31.5127996,-9.7714354,10,1350.2,999,atm,,
atm,Banque Populaire البنك الشعبي,31.5066595,-9.7609417,31.5066595,-9.7609417,10,1350.2,910,bank,,
atm,Banque Populaire البنك الشعبي,31.5149926,-9.7643684,31.5149926,-9.7643684,10,1350.2,970,bank,,
atm,,31.5169064,-9.7650026,31.5169064,-9.7650026,10,1350.2,948,atm,,
atm,Bank of Africa ⵍⴱⴰⵏⴽ ⵏ ⴰⴼⵔⵉⵇⵢⴰ بنك أفريقيا,31.5127644,-9.7713889,31.5127644,-9.7713889,10,1350.2,999,bank,,
atm,Bank of Africa,31.5160422,-9.7604324,31.5160422,-9.7604324,10,1350.2,998,bank,,
atm,,31.5102525,-9.7599701,31.5102525,-9.7599701,10,1350.2,997,bank,,
atm,,31.5111663,-9.769353,31.5111663,-9.769353,10,1350.2,989,atm,,
atm,,31.5061774,-9.7608699,31.5061774,-9.7608699,10,1350.2,999,bank,,
atm,Credit Agricole Maroc,31.5016756,-9.7587161,31.5016756,-9.7587161,10,1350.2,978,bank,,
atm,Crédit du Maroc,31.5059474,-9.7607769,31.5059474,-9.7607769,10,1350.2,997,bank,,
atm,,31.5170117,-9.7649021,31.5170117,-9.7649021,10,1350.2,961,atm,,
atm,,31.5105971,-9.759758,31.5105971,-9.759758,10,1350.2,972,atm,,
atm,Attijariwafa Bank التجاري وفا بنك,31.5032651,-9.7581611,31.5032651,-9.7581611,10,1350.2,999,bank,,
atm,,31.5102413,-9.7665683,31.5102413,-9.7665683,10,1350.2,983,bank,,
atm,,31.5100964,-9.7667029,31.5100964,-9.7667029,10,1350.2,994,atm,,
atm,Cih Bank,31.5157662,-9.7649895,31.5157662,-9.7649895,10,1350.2,967,bank,,
atm,Crédit Agricole,31.5138671,-9.7620338,31.5138671,-9.7620338,10,1350.2,996,bank,,
atm,,31.5037585,-9.7633202,31.5037585,-9.7633202,10,1350.2,989,atm,,
